Wall time,Step,Value
1741582967.5197856,9,950.7379150390625
1741582973.0297108,29,880.3200073242188
1741582976.0408156,39,750.468505859375
1741582979.7211757,49,707.726318359375
1741582993.7917302,99,640.2110595703125
1741582996.3623197,109,616.496826171875
1741582999.3114896,119,593.5865478515625
1741583008.459232,149,417.8357849121094
1741583010.2744393,159,414.00689697265625
1741583013.9854853,169,384.4743347167969
1741583019.5188968,189,255.70196533203125
1741583022.5010877,199,219.84339904785156
1741583026.1955826,209,208.03439331054688
1741583031.659854,229,201.5433807373047
1741583033.4535735,239,183.6317596435547
1741583042.886487,269,182.2923583984375
1741583045.889572,279,138.13162231445312
1741583049.5731847,289,193.3135528564453
1741583051.4158032,299,172.80364990234375
1741583055.077018,309,161.6658172607422
1741583063.5531855,339,166.98785400390625
1741583066.102675,349,115.28870391845703
1741583072.6886528,369,131.904541015625
1741583074.4877117,379,134.65463256835938
1741583078.1762025,389,129.45321655273438
1741583079.958251,399,122.26423645019531
1741583083.6053078,409,147.22503662109375
1741583102.9917247,479,134.1299285888672
1741583106.7842724,489,107.101318359375
1741583109.7240088,499,105.7915267944336
1741583112.2669098,509,114.98883056640625
1741583115.195617,519,130.72653198242188
1741583118.968803,529,88.12677001953125
1741583124.556398,549,100.11197662353516
1741583126.3767114,559,90.45853424072266
1741583133.086249,579,109.9642333984375
1741583142.358751,609,89.43354797363281
1741583144.1967223,619,82.380859375
1741583147.9300032,629,88.82984161376953
1741583149.7708905,639,85.17138671875
1741583156.4609313,659,84.38473510742188
1741583158.961591,669,79.25804138183594
1741583161.9078948,679,82.49082946777344
1741583165.6094365,689,76.57026672363281
1741583171.2066607,709,76.39436340332031
1741583173.0104556,719,60.1569709777832
1741583179.7133615,739,70.95309448242188
1741583185.3029401,759,75.59686279296875
1741583190.869938,779,67.89631652832031
1741583194.6194894,789,70.33396911621094
1741583196.4179814,799,65.79927062988281
1741583200.1481655,809,72.15652465820312
1741583205.6364846,829,72.76174926757812
1741583208.5582514,839,70.531982421875
1741583214.132984,859,63.44161605834961
1741583217.9224417,869,92.343505859375
1741583226.4518707,899,135.50482177734375
1741583228.9934773,909,103.81069946289062
1741583242.7531464,959,83.1011962890625
1741583254.7900457,999,77.69630432128906
1741583258.4079208,1009,71.23439025878906
1741583265.6356027,1039,69.55244445800781
1741583269.339915,1049,66.36083984375
1741583274.8074226,1069,62.82448196411133
1741583277.7057703,1079,65.62704467773438
1741583283.2187743,1099,58.130699157714844
1741583286.8363826,1109,64.74762725830078
1741583288.6275635,1119,57.426231384277344
1741583292.2778447,1129,57.264373779296875
1741583297.7719953,1149,58.5550422668457
1741583300.7227526,1159,61.09606170654297
1741583304.4133728,1169,58.894901275634766
1741583318.3323402,1219,62.34054183959961
1741583329.3564227,1259,55.67310333251953
1741583332.9886007,1269,58.282066345214844
1741583338.5041625,1289,52.089195251464844
1741583341.4899886,1299,57.905879974365234
1741583344.0338452,1309,55.8045768737793
1741583347.048829,1319,59.555030822753906
1741583350.759466,1329,54.64391326904297
1741583356.297767,1349,51.634864807128906
1741583361.840581,1369,54.197288513183594
1741583364.7772698,1379,51.214569091796875
1741583367.296278,1389,55.332191467285156
1741583381.3736374,1439,50.78273010253906
1741583385.1414828,1449,50.501243591308594
1741583390.629673,1469,52.855857849121094
1741583393.6131456,1479,48.40589904785156
1741583402.8159134,1509,48.268882751464844
1741583413.8320925,1549,53.52378463745117
1741583420.5145128,1569,45.88693618774414
1741583422.335506,1579,45.30879592895508
1741583427.8078866,1599,40.73819351196289
1741583431.4920619,1609,41.967681884765625
1741583437.0579567,1629,42.72797393798828
1741583440.0711486,1639,39.585567474365234
1741583443.7202384,1649,38.68583297729492
1741583449.2647827,1669,49.51447296142578
1741583454.858532,1689,36.61137771606445
1741583460.3900743,1709,38.10107421875
1741583463.3677206,1719,41.62092590332031
1741583467.0271783,1729,40.95033264160156
1741583472.5377717,1749,43.281837463378906
1741583474.339891,1759,40.2951774597168
1741583478.0653522,1769,38.30110168457031
1741583480.9951408,1779,46.56791687011719
1741583483.5312502,1789,42.0273551940918
1741583490.2271054,1809,37.58641052246094
1741583492.06939,1819,36.16625213623047
1741583495.7048311,1829,35.623992919921875
1741583497.4963627,1839,35.38853454589844
1741583501.2497568,1849,38.953125
1741583504.1784983,1859,39.6241569519043
1741583506.7148929,1869,37.73307800292969
1741583515.1432898,1899,36.91436767578125
1741583518.790319,1909,38.665618896484375
1741583520.5827024,1919,42.60588073730469
1741583524.268142,1929,38.236724853515625
1741583532.914198,1959,30.52028465270996
1741583542.1176095,1989,40.016632080078125
1741583543.9305775,1999,40.94127655029297
1741583547.6288173,2009,37.65787124633789
1741583553.3948832,2029,35.383934020996094
1741583556.3412623,2039,43.06029510498047
1741583560.1622326,2049,43.09147262573242
1741583562.0006452,2059,34.87962341308594
1741583567.7786157,2079,39.31161117553711
1741583574.654714,2099,38.017189025878906
1741583580.4141862,2119,36.806785583496094
1741583586.0406058,2139,34.54280090332031
1741583591.8120298,2159,33.98838424682617
1741583595.5997138,2169,34.010589599609375
1741583601.4041538,2189,33.901527404785156
1741583604.3885043,2199,27.736135482788086
1741583608.2779584,2209,43.713191986083984
1741583610.2687206,2219,34.2841796875
1741583614.160201,2229,41.29665756225586
1741583619.6679413,2249,40.421241760253906
1741583622.679079,2259,33.00672912597656
1741583625.3206956,2269,36.366397857666016
1741583634.0623834,2299,42.463924407958984
1741583643.4625716,2329,43.251277923583984
1741583649.0726058,2349,32.40388488769531
1741583652.00136,2359,32.60805130004883
1741583655.824744,2369,33.01719284057617
1741583657.6470923,2379,28.32872772216797
1741583661.342281,2389,32.96247100830078
1741583663.2557087,2399,37.29665756225586
1741583670.0735931,2419,27.489227294921875
1741583672.7253652,2429,33.07108688354492
1741583679.434369,2449,32.73583984375
1741583681.3558974,2459,34.54730224609375
1741583685.015143,2469,31.067760467529297
1741583686.9248393,2479,36.225181579589844
1741583693.713384,2499,33.39743423461914
1741583703.1491756,2529,29.565431594848633
1741583705.121574,2539,32.92529296875
1741583708.9596422,2549,30.046581268310547
1741583717.4231784,2579,36.740482330322266
1741583720.0730863,2589,34.59214401245117
1741583723.0396638,2599,33.53713607788086
1741583726.846615,2609,35.1123046875
1741583732.4556618,2629,27.543542861938477
1741583734.368793,2639,34.48024368286133
1741583750.4457805,2689,24.617210388183594
1741583756.0816333,2709,21.937068939208984
1741583757.983417,2719,31.265039443969727
1741583767.3722684,2749,26.93132209777832
1741583770.3498988,2759,28.434566497802734
1741583774.2032108,2769,34.278350830078125
1741583780.001558,2789,28.952720642089844
1741583785.7002757,2809,27.508737564086914
1741583791.5010788,2829,28.040653228759766
1741583794.586589,2839,23.026546478271484
1741583798.295928,2849,27.598987579345703
1741583800.2764015,2859,22.72305679321289
1741583805.9206882,2879,29.25382423400879
1741583809.772008,2889,28.82070541381836
1741583815.4154587,2909,30.829906463623047
1741583818.515085,2919,31.604957580566406
1741583829.87517,2959,21.292184829711914
1741583833.6852472,2969,28.381450653076172
1741583836.624953,2979,22.754718780517578
1741583839.2990482,2989,23.718685150146484
1741583842.425948,2999,26.192338943481445
1741583857.901017,3049,26.077608108520508
1741583861.1149948,3059,25.87417221069336
1741583863.6870875,3069,20.51851463317871
1741583866.924378,3079,37.92020797729492
1741583870.8089771,3089,24.32172393798828
1741583872.809196,3099,25.42800521850586
1741583882.4742293,3129,29.52544403076172
1741583885.5258808,3139,26.52070426940918
1741583888.2562919,3149,27.299806594848633
1741583891.3700798,3159,23.382530212402344
1741583895.0691924,3169,21.69902801513672
1741583900.9324036,3189,30.129405975341797
1741583902.7625444,3199,24.898366928100586
1741583912.5531304,3229,21.151302337646484
1741583919.6735542,3249,27.417348861694336
1741583934.5054839,3299,21.506732940673828
1741583937.0605571,3309,20.811744689941406
1741583940.2130399,3319,23.99553680419922
1741583944.1487818,3329,18.82950782775879
1741583946.034652,3339,23.657760620117188
1741583959.4904613,3379,25.826879501342773
1741583962.1126688,3389,18.503055572509766
1741583969.5528955,3409,19.825990676879883
1741583977.3686996,3439,24.023427963256836
1741583981.4406781,3449,18.185630798339844
1741583984.7736583,3459,25.57486915588379
1741583987.4021187,3469,17.687442779541016
1741583994.8014,3489,23.83797836303711
1741583996.6883218,3499,25.143714904785156
1741584000.7033062,3509,18.670551300048828
1741584006.5564804,3529,19.28697967529297
1741584009.7936513,3539,16.72564125061035
1741584012.4000921,3549,21.88236427307129
1741584015.6491919,3559,19.606201171875
1741584021.6022694,3579,894.2864990234375
1741584025.5845854,3589,791.1651611328125
1741584031.4525547,3609,666.4381103515625
1741584034.6998918,3619,567.909423828125
1741584037.2912195,3629,536.297607421875
1741584040.4715712,3639,513.7396850585938
1741584044.458285,3649,474.18328857421875
1741584046.309109,3659,475.677001953125
1741584050.3600087,3669,379.5259094238281
1741584052.284696,3679,327.3030700683594
1741584056.4501767,3689,287.3009338378906
1741584059.7502995,3699,243.08978271484375
1741584075.2756903,3749,155.92105102539062
