Wall time,Step,Value
1741707125.6763933,39,17.623693466186523
1741707126.5394106,49,17.140094757080078
1741707129.7682724,109,2.045070171356201
1741707131.7264953,149,3.461902618408203
1741707133.9264581,159,2.0547571182250977
1741707135.1623056,189,4.708305358886719
1741707135.992914,199,1.7250800132751465
1741707136.2043116,209,2.016127586364746
1741707137.2630434,229,3.6335580348968506
1741707138.086213,239,1.759785771369934
1741707139.340239,269,3.794424533843994
1741707140.092037,279,1.575024127960205
1741707147.9583535,409,10.154134750366211
1741707153.2211726,479,3.7018115520477295
1741707153.4433398,489,3.9545087814331055
1741707154.3417244,499,3.688708782196045
1741707155.385016,519,1.5817087888717651
1741707156.6656325,549,6.272724151611328
1741707158.6998987,579,3.8221726417541504
1741707160.023374,609,1.3394614458084106
1741707160.6782584,619,2.2955925464630127
1741707162.9128397,629,1.501284122467041
1741707163.1046607,639,1.4365108013153076
1741707164.1635957,659,1.5383358001708984
1741707165.0770202,669,2.832314968109131
1741707165.292738,679,3.540579319000244
1741707166.1481621,689,2.7555665969848633
1741707167.1996634,709,1.2345542907714844
1741707167.4185917,719,2.65720272064209
1741707170.5783243,779,1.2957212924957275
1741707173.2057638,799,3.268179416656494
1741707175.2594194,829,1.9174559116363525
1741707178.774277,899,1.4108670949935913
1741707185.397527,999,1.547484040260315
1741707187.5820744,1039,1.0364353656768799
1741707189.5555112,1069,1.7695231437683105
1741707189.7396219,1079,3.808396816253662
1741707192.6662097,1099,2.3130698204040527
1741707196.1799927,1169,1.2331312894821167
1741707199.163315,1219,1.367325782775879
1741707202.5195205,1259,2.2616305351257324
1741707202.7160485,1269,2.5279700756073
1741707203.8441334,1289,1.8498612642288208
1741707204.9990597,1309,0.9768234491348267
1741707208.5390575,1369,1.813176155090332
1741707209.4579558,1379,2.333082675933838
1741707214.428291,1449,2.5511975288391113
1741707215.651984,1469,0.848416268825531
1741707216.6576178,1479,1.100738525390625
1741707218.1111379,1509,1.6351721286773682
1741707223.7417247,1579,1.3483307361602783
1741707225.1409702,1609,2.527390241622925
1741707226.3257976,1629,1.2586748600006104
1741707227.5004573,1649,1.874511957168579
1741707230.7757885,1709,1.6731501817703247
1741707231.5906057,1719,0.817201554775238
1741707233.8516004,1729,1.1102160215377808
1741707236.1058447,1779,1.172025442123413
1741707240.2337306,1849,3.6141161918640137
1741707240.4078457,1859,1.0938916206359863
1741707241.2073708,1869,0.9225158095359802
1741707244.7792532,1909,1.0998213291168213
1741707244.953472,1919,0.9371427893638611
1741707245.8967948,1929,1.3170185089111328
1741707249.3559163,1999,1.064408302307129
1741707251.287867,2029,2.60837984085083
1741707251.447967,2039,0.7758450508117676
1741707253.7126367,2049,6.280192852020264
1741707253.8975003,2059,1.050180196762085
